id,anchor_id,city,country,latitude,longitude,fqdn,ipv4,measurement_id
7135,3204,Delft,Netherlands (Kingdom of the),51.9895,4.3785,nl-dft-as41887.anchors.atlas.ripe.net,94.228.142.117,45196094
7231,3450,Utrecht,Netherlands (Kingdom of the),52.0875,5.0085,nl-utc-as200232.anchors.atlas.ripe.net,194.31.131.71,54618408
7302,3600,Alphen aan den Rijn,Netherlands (Kingdom of the),52.1285,4.6275,nl-apn-as61349.anchors.atlas.ripe.net,185.29.203.234,65519646
7339,3789,Hoofddorp,Netherlands (Kingdom of the),52.2915,4.6885,nl-hfd-as39521.anchors.atlas.ripe.net,45.88.5.252,69822005
6268,971,Zürich,Switzerland,47.3915,8.5205,ch-zrh-as34288.anchors.atlas.ripe.net,46.234.34.8,7934265
6390,1410,Glattbrugg,Switzerland,47.4275,8.5615,ch-gtg-as20612.anchors.atlas.ripe.net,194.242.34.190,15766244
6445,1466,Dübendorf,Switzerland,47.3995,8.6195,ch-drf-as61174.anchors.atlas.ripe.net,80.242.193.157,18358271
6490,1598,Neuchâtel,Switzerland,46.9975,6.9515,ch-qnc-as559.anchors.atlas.ripe.net,192.42.42.166,19215551
6520,1667,Lausanne,Switzerland,46.5175,6.6385,ch-lau-as198385.anchors.atlas.ripe.net,5.1.99.172,20355360
6523,1680,Münchenstein,Switzerland,47.5085,7.6185,ch-mus-as206291.anchors.atlas.ripe.net,185.188.44.100,20389536
6618,1839,Gais,Switzerland,47.3615,9.4475,ch-sgg-as8758-client.anchors.atlas.ripe.net,185.104.85.110,23024623
6780,2215,Winterthur,Switzerland,47.4975,8.7215,ch-win-as34927.anchors.atlas.ripe.net,193.148.250.29,25163323
6847,1957,Geneve,Switzerland,46.2005,6.1395,ch-gva-as62371.anchors.atlas.ripe.net,185.70.40.236,26835782
6885,2514,Basel,Switzerland,47.5095,7.6215,ch-bsl-as15600.anchors.atlas.ripe.net,89.236.171.11,27910523
7073,3033,Stabio,Switzerland,45.8485,8.9505,ch-sbo-as202032.anchors.atlas.ripe.net,185.54.81.31,38998048
7149,3244,Reichenburg,Switzerland,47.1715,8.9795,ch-rbg-as3303.anchors.atlas.ripe.net,212.243.96.78,46831271
7258,3221,Richterswil,Switzerland,47.2115,8.7095,ch-ric-as207143-client.anchors.atlas.ripe.net,194.56.191.153,59626352
7344,3776,Yvorne Switzerland,Switzerland,46.3395,6.9295,ch-yvr-as6730-client.anchors.atlas.ripe.net,185.131.204.20,70058639
