,Cities,Latency,GeodesicDistance,GCD,GCDPredic,GeodesicPredic,Error Percent
227,"('6257', '6388')",25.663721,1.1059161963430162,1268.509415447618,25.635919940213682,30.50192911811459,18.85232510949831
228,"('6257', '6389')",18.765526,0.6050616747621939,1043.9299877380001,21.09728572995739,16.68801702761199,11.0708805731745
229,"('6257', '6418')",16.027096,0.4811284826179988,746.8289007571859,15.093026252464274,13.26985437237276,17.20362583232321
230,"('6257', '6428')",27.236502,0.9718572515745021,1513.9828233061246,30.59681069488854,26.80449124307494,1.5861462566854696
231,"('6257', '6557')",50.489048,1.1706007985858389,1401.865083216922,28.330969090717037,32.285974924811555,36.05350822853393
232,"('6257', '6574')",28.617437,1.1059161963430162,1773.1076449773957,35.83358947003289,30.50192911811459,6.585118430118637
233,"('6257', '6613')",,0.19248707304820445,275.59496082969656,,,
234,"('6389', '6066')",31.243959,0.6141363417325567,970.5837705266954,19.61499657273972,16.93830258235456,45.786951703673154
235,"('6389', '6080')",30.995344,1.2804870235634345,1839.7406066130454,37.18020720031444,35.31671256696488,13.941992600452771
236,"('6389', '6101')",47.662979,1.8733743273894736,2698.142108242002,54.52805807499945,51.66895207311534,8.404789539309624
237,"('6389', '6208')",47.183261,1.835178413804213,2647.883128381433,53.51235005715419,50.615482513096445,7.274235481724004
238,"('6389', '6222')",24.683026,0.7585894744631942,1000.7293246530193,20.224222647631024,20.922419308386203,15.235598307978115
